year,wiki_ref,wiki_query,producer,distributor,name,country,director,cinematography,editing,studio,budget,gross,runtime,music,writer,starring,language,released
2005,/wiki/Dreamer_(2005_film),Dreamer_(2005_film),[[Brian Robbins]]<br />Hunt Lowry<br />[[Michael Tollin]],[[DreamWorks Pictures]],Dreamer,United States,[[John Gatins]],[[Fred Murphy (cinematographer)|Fred Murphy]],[[David Rosenbloom]],[[Tollin/Robbins Productions]]<br>[[Hyde Park Entertainment]],$32 million,$38 million,102 minutes,[[John Debney]],John Gatins,[[Kurt Russell]]<br />[[Dakota Fanning]]<br />[[Kris Kristofferson]]<br />[[Elisabeth Shue]],English,{{Start date|2005|9|10}} {{small|([[Toronto International Film Festival|TIFF]])}} <br /> {{Start date|2005|10|21}}
2005,/wiki/North_Country_(film),North_Country_(film),[[Nick Wechsler (producer)|Nick Wechsler]],[[Warner Bros.]],North Country,United States,[[Niki Caro]],[[Chris Menges]],David Coulson,"{{Plainlist|
* [[Participant Media|Participant Productions]]
* Industry Entertainment
* [[Nick Wechsler (producer)|Nick Wechsler Productions]]}}",$35 million,$25.2 million,126 minutes,[[Gustavo Santaolalla]],[[Michael Seitzman]],"{{Plainlist|
* [[Charlize Theron]]
* [[Frances McDormand]]
* [[Sean Bean]]
* [[Richard Jenkins]]
* [[Michelle Monaghan]]
* [[Jeremy Renner]]
* [[Woody Harrelson]]
* [[Sissy Spacek]]}}",English,{{Film date|2005|09|12|[[2005 Toronto International Film Festival|TIFF]]|2005|10|21}}
2005,/wiki/Stay_(2005_film),Stay_(2005_film),[[Arnon Milchan]],[[20th Century Fox]],Stay,United States,[[Marc Forster]],[[Roberto Schaefer]],Matt Chessé,[[Regency Enterprises]],$50 million,$8.48 million,99 minutes,Asche & Spencer,[[David Benioff]],[[Ewan McGregor]]<br />[[Naomi Watts]]<br />[[Ryan Gosling]],English,{{Start date|2005|9|24}} {{small|([[Festival do Rio|Rio]])}} <br /> {{start date|2005|10|21}}
2005,/wiki/Kids_in_America_(film),Kids_in_America_(film),Andrew Shaifer,[[Screen Media Films]]<br>[[Rainstorm Entertainment]]<br>Launchpad Releasing<br>Slowhand Cinema,Kids in America,United States,[[Josh Stolberg]],,,,"$750,000","$537,667",91 minutes,,Josh Stolberg<br>Andrew Shaifer,[[Gregory Smith (actor)|Gregory Smith]]<br>Stephanie Sherrin,English,{{Film date|2005|10|21}}
2005,/wiki/Kiss_Kiss_Bang_Bang,Kiss_Kiss_Bang_Bang,[[Joel Silver]],[[Warner Bros.]],Kiss Kiss Bang Bang,United States,[[Shane Black]],[[Michael Barrett (cinematographer)|Michael Barrett]],Jim Page,[[Silver Pictures]],$15 million,$15.8 million,103 minutes,[[John Ottman]],,"{{Plain list |
*[[Robert Downey Jr.]]
*[[Val Kilmer]]
*[[Michelle Monaghan]]
*[[Corbin Bernsen]]
|<!-- per poster billing block -->}}",English,{{Film date|2005|05|14|[[2005 Cannes Film Festival|Cannes]]|2005|10|21|United States}}
2005,/wiki/The_Legend_of_Zorro,The_Legend_of_Zorro,[[Walter F. Parkes]] {{-}} [[Laurie MacDonald]] {{-}} Lloyd Phillips,[[Columbia Pictures]],The Legend of Zorro,United States,[[Martin Campbell]],[[Phil Meheux]],[[Stuart Baird]],[[Spyglass Entertainment]] {{-}} [[Amblin Entertainment]],$75 million,$142.4 million,129 minutes,[[James Horner]],,[[Antonio Banderas]] {{-}} [[Catherine Zeta-Jones]] {{-}} [[Rufus Sewell]] {{-}} [[Nick Chinlund]],English<br />Spanish,{{Film date|2005|10|24}}
2005,/wiki/Prime_(film),Prime_(film),Jennifer Todd<br />Suzanne Todd,[[Universal Pictures]],Prime,United States,[[Ben Younger]],,,[[Relativity Media]],$22 million,"$67,937,494",105 minutes,[[Ryan Shore]],[[Ben Younger]],[[Uma Thurman]]<br />[[Meryl Streep]]<br />[[Bryan Greenberg]],English,{{Start date|2005|9|21}} {{small|(San Diego)}} <br /> {{Start date|2005|10|28}}
2005,/wiki/Saw_II,Saw_II,[[Gregg Hoffman]]<br />[[Mark Burg]]<br />[[Oren Koules]],[[Lionsgate Films]],Saw II,United States,[[Darren Lynn Bousman]],David A. Armstrong,[[Kevin Greutert]],[[Twisted Pictures]],$4 million,$147.7 million,93 minutes,[[Charlie Clouser]],,[[Donnie Wahlberg]]<br />[[Franky G]]<br />[[Glenn Plummer]]<br />[[Beverley Mitchell]]<br />[[Dina Meyer]]<br />[[Emmanuelle Vaugier]]<br />[[Erik Knudsen]]<br />[[Shawnee Smith]]<br />[[Tobin Bell]],English,{{Film date|2005|10|28|United States}}
2005,/wiki/The_Weather_Man,The_Weather_Man,Todd Black<br />Jason Blumenthal<br />[[Steve Tisch]],[[Paramount Pictures]],The Weather Man,United States,[[Gore Verbinski]],[[Phedon Papamichael Jr.]],[[Craig Wood (film editor)|Craig Wood]],[[Escape Artists]],$22 million,$19 million,102 minutes,[[Hans Zimmer]],[[Steven Conrad]],[[Nicolas Cage]]<br />[[Michael Caine]]<br />[[Hope Davis]]<br />[[Nicholas Hoult]]<br />Gemmenne de la Peña<br />[[Michael Rispoli]]<br />[[Gil Bellows]],English,{{Film date|2005|10|20|[[Chicago International Film Festival]]|2005|10|28|United States}}
2005,/wiki/Chicken_Little_(2005_film),Chicken_Little_(2005_film),[[Randy Fullmer]],[[Walt Disney Studios Motion Pictures|Buena Vista Pictures Distribution]],Chicken Little,United States,[[Mark Dindal]],,Dan Molina,"{{plainlist|
* [[Walt Disney Pictures]]|ref| name=AFIChickenLittle|{{cite web|url=http://www.afi.com/members/catalog/DetailView.aspx?s=&Movie=63347|title=Chicken Little|work=[[American Film Institute]]|accessdate=October 29, 2016}}|</ref>|
* [[Walt Disney Feature Animation]]|ref|{{cite web|title=2005 Annual Report|url=https://ditm-twdc-us.storage.googleapis.com/ar-2005.pdf|publisher=The Walt Disney Company|accessdate=October 30, 2016|archiveurl=https://web.archive.org/web/20160423140812/https://ditm-twdc-us.storage.googleapis.com/ar-2005.pdf|archivedate=April 23, 2016|page=21|date=2006|quote=In November 2005, Walt Disney Feature Animation (WDFA) marked a major milestone in its fabled history with the highly successful release of Chicken Little, the Studio’s first fully computer-animated motion picture.|deadurl=no}}|</ref>|}} * [[Walt Disney Feature Animation]]",$150 million,$314.4 million,81 minutes,[[John Debney]],,"{{plainlist|
* [[Zach Braff]]
* [[Joan Cusack]]
* Dan Molina
* [[Steve Zahn]]
* [[Garry Marshall]]
* [[Amy Sedaris]]
* [[Mark Walton (story artist)|Mark Walton]]
* [[Don Knotts]]}}",English,{{film date|2005|10|30|[[El Capitan Theatre]]|2005|11|4|United States}}
2005,"/wiki/Good_Night,_and_Good_Luck","Good_Night,_and_Good_Luck",[[Grant Heslov]],[[Warner Independent Pictures]] {{small|(US)}} <br/>[[Redbus Pictures]] {{small|(UK)}},"Good Night, and Good Luck.",United States<br />France<br />United Kingdom<br />Japan,[[George Clooney]],[[Robert Elswit]],[[Stephen Mirrione]],{{unbulleted list|[[2929 Entertainment]]|[[Participant Productions]]|[[Section Eight Productions]]|[[Davis Films]]|[[Tohokushinsha]]}},$7 million,$56.5 million,93 minutes,,{{unbulleted list|George Clooney|Grant Heslov}},"{{unbulleted list|[[David Strathairn]]|[[Patricia Clarkson]]|George Clooney|[[Jeff Daniels]]|[[Robert Downey, Jr.]]|[[Frank Langella]]}}",English,{{Film date|2005|09|01|[[Venice International Film Festival|VIFF]]|2005|10|07|United States}}
2005,/wiki/Jarhead_(film),Jarhead_(film),[[Douglas Wick]]<br />[[Lucy Fisher]],[[Universal Studios|Universal Pictures]],Jarhead,United States,[[Sam Mendes]],[[Roger Deakins]],[[Walter Murch]],[[Red Wagon Entertainment]]<br />[[Neal Street Productions]],$72 million,$96.9 million,123 minutes,[[Thomas Newman]],,{{ubl|[[Jake Gyllenhaal]]|[[Peter Sarsgaard]]|[[Chris Cooper]]|[[Jamie Foxx]]}},English,{{Film date|2005|11|04|United States}}
2005,/wiki/Shopgirl,Shopgirl,"{{Plainlist|
* [[Ashok Amritraj]]
* Jon Jashni
* [[Steve Martin]]}}","{{Plainlist|
* [[Walt Disney Studios Motion Pictures|Buena Vista Pictures]] |small|(USA)|
* [[20th Century Fox]] |small|(International)|}} {{small|(USA)}} * [[20th Century Fox]] {{small|(International)}}",Shopgirl,United States,[[Anand Tucker]],[[Peter Suschitzky]],[[David Gamble (film editor)|David Gamble]],"{{Plainlist|
* [[Touchstone Pictures]]
* [[Hyde Park Entertainment]]}}",,"$11,588,205",104 minutes,[[Barrington Pheloung]],,"{{Plainlist|
* Steve Martin
* [[Claire Danes]]
* [[Jason Schwartzman]]}}",English,{{Film date|2005|10|21|USA}}
2005,/wiki/Fuck_(film),Fuck_(film),Steve Anderson,[[THINKFilm]],Fuck,United States,[[Steve Anderson (director)|Steve Anderson]],Andre Fontanelle,Jayne Rodericks,Mudflap Films<br />[[Rainstorm Entertainment]],,,93 minutes,Carvin Knowles,,[[Steven Bochco]]<br />[[Pat Boone]]<br />[[Ben Bradlee]]<br />[[Drew Carey]]<br />[[Billy Connolly]]<br />[[Sam Donaldson]]<br />[[Janeane Garofalo]]<br />[[Ice-T]]<br />[[Ron Jeremy]]<br />[[Bill Maher]]<br />[[Judith Martin]]<br />[[Michael Medved]]<br />[[David Milch]]<br />[[Alanis Morissette]]<br />[[Kevin Smith]]<br />[[Tera Patrick]]<br />[[Hunter S. Thompson]],American English,{{Film date|2005|11|07}}
2005,/wiki/Derailed_(2005_film),Derailed_(2005_film),[[Lorenzo di Bonaventura]],[[The Weinstein Company]] (U.S.)<br>[[Walt Disney Studios Motion Pictures|Buena Vista International]] & [[Miramax]] (Non-U.S.),Derailed,United Kingdom<br/>United States,[[Mikael Håfström]],[[Peter Biziou]],[[Peter Boyle (film editor)|Peter Boyle]],,$22 million,$57.5 million,106 minutes,[[Ed Shearmur]],,[[Clive Owen]]<br>[[Jennifer Aniston]]<br>[[Vincent Cassel]]<br>[[Giancarlo Esposito]]<br>[[Xzibit]]<br>[[David Morrissey]]<br>[[Rza|RZA]],English,{{start date|2005|11|11}}
2005,/wiki/Zathura_(film),Zathura_(film),{{ubl|[[Michael De Luca]]|Scott Kroopf|William Teitler|[[Peter Billingsley]]|ref| name=AFI}},[[Sony Pictures Motion Picture Group#Sony Pictures Releasing|Sony Pictures Releasing]],Zathura: A Space Adventure,United States,[[Jon Favreau]],[[Guillermo Navarro]],Dan Lebental,[[Columbia Pictures]],$65 million,$64.3 million,101 minutes,[[John Debney]],,{{ubl|[[Josh Hutcherson]]|[[Jonah Bobo]]|[[Dax Shepard]]|[[Kristen Stewart]]|[[Tim Robbins]]}},English,{{Film date|2005|11|11|United States}}
2005,/wiki/Harry_Potter_and_the_Goblet_of_Fire_(film),Harry_Potter_and_the_Goblet_of_Fire_(film),[[David Heyman]],[[Warner Bros.|Warner Bros. Pictures]],Harry Potter and the Goblet of Fire,"{{Plain list|
* United Kingdom
* United States|ref|{{cite web|url=http://www.bfi.org.uk/films-tv-people/4ce2b8947b5ce|title=Harry Potter and the Goblet of Fire (2005)|publisher=[[British Film Institute]]|accessdate=26 December 2017}}|</ref>|}}",[[Mike Newell (director)|Mike Newell]],[[Roger Pratt (cinematographer)|Roger Pratt]],[[Mick Audsley]],,$150 million,$896.9 million,157 minutes,"{{Plainlist|
* [[Patrick Doyle]]
* |small|(''Harry Potter'' themes composed by [[John Williams]])|}} {{small|(''Harry Potter'' themes composed by [[John Williams]])}}",,"{{Plain list|
* [[Daniel Radcliffe]]
* [[Rupert Grint]]
* [[Emma Watson]]
* [[Robbie Coltrane]]
* [[Ralph Fiennes]]
* [[Michael Gambon]]
* [[Brendan Gleeson]]
* [[Jason Isaacs]]
* [[Gary Oldman]]
* [[Miranda Richardson]]
* [[Alan Rickman]]
* [[Maggie Smith]]
* [[Timothy Spall]]
* [[Frances de la Tour]]}}",English,{{Film date|df|=|yes|2005|11|06|[[Odeon Leicester Square]]|2005|11|18|United Kingdom & United States}}
2005,/wiki/Walk_the_Line,Walk_the_Line,[[James Keach]]<br />[[Cathy Konrad]],[[20th Century Fox]],Walk the Line,United States,[[James Mangold]],[[Phedon Papamichael]],[[Michael McCusker]],[[Fox 2000 Pictures]],$28 million,$186.4 million,136 minutes<br/>(theatrical cut)<br/>153 minutes<br/>(extended cut),[[T Bone Burnett]],,[[Joaquin Phoenix]]<br />[[Reese Witherspoon]]<br />[[Ginnifer Goodwin]]<br />[[Robert Patrick]]<br />[[Dallas Roberts]],English,{{Film date|2005|9|4|[[Telluride Film Festival]]|2005|11|18|United States}}
2005,/wiki/Bee_Season_(film),Bee_Season_(film),Albert Berger<br />Ron Yerxa,[[Fox Searchlight Pictures]],Bee Season,United States,[[Scott McGehee]] <br />[[David Siegel (screenwriter)|David Siegel]],[[Giles Nuttgens]],Lauren Zuckerman,[[Regency Enterprises]],$14 million,"$6,856,989",104 minutes,Peter Nashel,,[[Richard Gere]] <br />[[Juliette Binoche]],English<br />[[Hebrew]],{{Film date|2005|11|11}}
2005,/wiki/The_Ice_Harvest,The_Ice_Harvest,[[Albert Berger (film producer)|Albert Berger]]<br />[[Ron Yerxa]],[[Focus Features]],The Ice Harvest,United States,[[Harold Ramis]],Alar Kivilo,[[Lee Percy]],,$16 million,"$10,156,968",89 minutes,[[David Kitay]],,[[John Cusack]]<br />[[Billy Bob Thornton]]<br />[[Connie Nielsen]],English,{{Start date|2005|9|3}} {{small|([[Deauville American Film Festival|Deauville]])}} <br /> {{Start date|2005|11|25}}
2005,/wiki/In_the_Mix_(film),In_the_Mix_(film),John Dellaverson,[[Lions Gate Entertainment|Lionsgate]] (USA)<br>[[20th Century Fox]] (International),In the Mix,United States,[[Ron Underwood]],[[Clark Mathis]],Don Brochu,J&C Entertainment<br />[[Usher (entertainer)|Ush Entertainment]],,"$10,223,896 {{small|(US and Canada)}}",95 minutes,[[Aaron Zigman]],,[[Usher (entertainer)|Usher]]<br>[[Emmanuelle Chriqui]]<br>[[Chazz Palminteri]]<br>[[Robert Davi]]<br>[[Kevin Hart]],English,{{Film date|2005|11|23}}
2005,/wiki/Just_Friends,Just_Friends,"{{plainlist|
* [[Chris Bender (film producer)|Chris Bender]]
* J.C. Spink
* Michael Ohoven
* William Vince
* Bill Johnson}}",[[New Line Cinema]],Just Friends,United States,[[Roger Kumble]],[[Anthony B. Richmond]],Jeff Freeman,,,$50.9 million,94 minutes,[[Jeff Cardoni]],[[Adam 'Tex' Davis]],"{{plainlist|
* [[Ryan Reynolds]]
* [[Amy Smart]]
* [[Anna Faris]]
* [[Chris Klein (actor)|Chris Klein]]
* [[Chris Marquette|Christopher Marquette]]}}",English,{{Start date|2005|11|23}}
2005,/wiki/Rent_(film),Rent_(film),[[Jane Rosenthal]]<br />[[Robert De Niro]]<br />Chris Columbus<br>Mark Radcliffe<br />[[Michael Barnathan]],[[Columbia Pictures]],Rent,United States,[[Chris Columbus (filmmaker)|Chris Columbus]],[[Stephen Goldblatt]],[[Richard Pearson (film editor)|Richard Pearson]],[[Revolution Studios]]<br />[[1492 Pictures]]<br />[[Tribeca Productions]],$40 million,$31.6 million,135 minutes,Jonathan Larson,,[[Rosario Dawson]]<br />[[Taye Diggs]]<br />[[Wilson Jermaine Heredia]]<br />[[Jesse L. Martin]]<br />[[Idina Menzel]]<br />[[Adam Pascal]]<br />[[Anthony Rapp]]<br />[[Tracie Thoms]],English,{{Film date|2005|11|23}}
2005,/wiki/Brokeback_Mountain,Brokeback_Mountain,"{{Plainlist|
* [[Diana Ossana]]
* [[James Schamus]]}}",[[Focus Features]],Brokeback Mountain,United States,[[Ang Lee]],[[Rodrigo Prieto]],"{{Plainlist|
* [[Geraldine Peroni]]
* [[Dylan Tichenor]]}}",[[Bill Pohlad|River Road Entertainment]],$14 million,$178.1 million,134 minutes,[[Gustavo Santaolalla]],,"{{Plainlist|
* [[Heath Ledger]]
* [[Jake Gyllenhaal]]
* [[Linda Cardellini]]
* [[Anna Faris]]
* [[Anne Hathaway]]
* [[Michelle Williams (actress)|Michelle Williams]]
* [[Randy Quaid]]}}",English,{{Film date|2005|09|02|[[Venice International Film Festival|VIFF]]|2005|12|09|United States}}
2005,"/wiki/The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe","The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe",[[Mark Johnson (producer)|Mark Johnson]]<br />Phillip Steuer,[[Buena Vista Pictures]],"The Chronicles of Narnia:<br>The Lion, the Witch, and the Wardrobe","{{plainlist|
* United Kingdom|ref| name=afi|{{cite web|url=http://www.afi.com/members//catalog/DetailView.aspx?s=&Movie=63349|title=The Chronicles of Narnia: The Lion, the Witch and the Wardrobe|work=[[American Film Institute]]|accessdate=November 14, 2016}}|</ref>|
* United States|ref| name=afi|}} * United States",[[Andrew Adamson]],[[Donald McAlpine]],"{{plainlist|
* Sim Evan-Jones
* Jim May}}",[[Walt Disney Pictures]]<br />[[Walden Media]],$180&nbsp;million,$745&nbsp;million,145 minutes,[[Harry Gregson-Williams]],,"{{plainlist| 
* [[William Moseley (actor)|William Moseley]]
* [[Anna Popplewell]]
* [[Skandar Keynes]]
* [[Georgie Henley]]
* [[Tilda Swinton]]
* [[James McAvoy]]
* [[Jim Broadbent]]
* [[Liam Neeson]]}}",English,{{Film date|2005|12|7|[[Royal Film Performance]]|2005|12|8|United Kingdom|2005|12|9|United States}}
2005,/wiki/Syriana,Syriana,"{{Plainlist|
* [[Jennifer Fox (film producer)|Jennifer Fox]]
* [[Michael Nozik]]
* Georgia Kacandes}}",[[Warner Bros.|Warner Bros. Pictures]],Syriana,United States,[[Stephen Gaghan]],[[Robert Elswit]],[[Tim Squyres]],[[Participant Media]]<br />[[Section Eight Productions]],$50 million,$94 million,128 minutes,[[Alexandre Desplat]],Stephen Gaghan,"{{Plainlist|
* [[George Clooney]]
* [[Matt Damon]]
* [[Jeffrey Wright (actor)|Jeffrey Wright]]
* [[Chris Cooper]]
* [[William Hurt]]
* [[Mazhar Munir]]
* [[Tim Blake Nelson]]
* [[Amanda Peet]]
* [[Christopher Plummer]]
* [[Alexander Siddig]]}}",English<br>Arabic<br>Urdu<br>Persian<br>Chinese<br>French,"{{Film date|2005|11|20|New York City premiere|ref1|=|ref|{{cite web|title='Everything Is Connected'|url=http://www.cbsnews.com/pictures/syriana/|publisher=[[CBS News]]|accessdate=February 28, 2015}}|</ref>|2005|11|23|United States}}"
2005,/wiki/King_Kong_(2005_film),King_Kong_(2005_film),"{{Plainlist|
* Jan Blenkin
* [[Carolynne Cunningham]]
* [[Fran Walsh]]
* Peter Jackson}}",[[Universal Pictures]],King Kong,"{{plainlist|
* New Zealand
* United States}}",[[Peter Jackson]],[[Andrew Lesnie]],[[Jamie Selkirk]],[[WingNut Films]],$207–273 million,$550.5 million,187 minutes,[[James Newton Howard]],,"{{Plainlist|
* [[Naomi Watts]]
* [[Jack Black]]
* [[Adrien Brody]]
* [[Thomas Kretschmann]]
* [[Colin Hanks]]
* [[Jamie Bell]]
* [[Evan Parke]]
* [[Kyle Chandler]]
* [[Andy Serkis]]
|<!--Per billing block.-->}}",English,{{Film date|2005|12|05|[[New York City]]|2005|12|13|New Zealand|2005|12|14|United States}}
2005,/wiki/The_Family_Stone,The_Family_Stone,[[Michael London]],[[20th Century Fox]],The Family Stone,United States,[[Thomas Bezucha]],Jonathan Brown,[[Jeffrey Ford (film editor)|Jeffrey Ford]],,$18 million,"$92,283,851",104 minutes,[[Michael Giacchino]],Thomas Bezucha,[[Claire Danes]]<br>[[Diane Keaton]]<br>[[Rachel McAdams]]<br>[[Dermot Mulroney]]<br>[[Craig T. Nelson]]<br>[[Sarah Jessica Parker]]<br>[[Luke Wilson]],English,{{Film date|2005|12|16}}
2005,/wiki/Cheaper_by_the_Dozen_2,Cheaper_by_the_Dozen_2,[[Shawn Levy]]<br/>[[Ben Myron]],[[20th Century Fox]],Cheaper by the Dozen 2,United States,[[Adam Shankman]],[[Peter James (cinematographer)|Peter James]],[[Matthew Cassel]]<br />Christopher Greenbury,[[21 Laps Entertainment]],$60 million,$129.1 million,93 minutes,[[John Debney]],[[Sam Harper]],[[Steve Martin]]<br/>[[Eugene Levy]]<br/>[[Bonnie Hunt]]<br/>[[Tom Welling]]<br/>[[Piper Perabo]]<br/>[[Hilary Duff]]<br>[[Carmen Electra]],English,{{film date|2005|12|21}}
2005,/wiki/Fun_with_Dick_and_Jane_(2005_film),Fun_with_Dick_and_Jane_(2005_film),"{{ubl|[[Jim Carrey]]|ref| name=afi|{{cite web|url=http://www.jimcarreyonline.com/info/faqs.html?answer=21|title=Frequently Asked Questions|work=Jim Carrey Online|accessdate=February 18, 2009}}|</ref>|[[Brian Grazer]]}}",[[Columbia Pictures]],Fun with Dick and Jane,United States,[[Dean Parisot]],[[Jerzy Zielinski]],[[Don Zimmerman (film editor)|Don Zimmerman]],{{ubl|[[Imagine Entertainment]]|JC 23 Entertainment|ref| name=afi}},$100 million,$202 million,91 minutes,[[Theodore Shapiro (composer)|Theodore Shapiro]],,{{ubl|Jim Carrey|[[Téa Leoni]]|[[Alec Baldwin]]|[[Richard Jenkins]]}},English,{{film date|2005|12|21}}
2005,/wiki/Memoirs_of_a_Geisha_(film),Memoirs_of_a_Geisha_(film),,[[Columbia Pictures]],Memoirs of a Geisha,United States,[[Rob Marshall]],[[Dion Beebe]],[[Pietro Scalia]],,$85 million,$162.2 million,145 minutes,[[John Williams]],,"{{Plainlist|
* [[Zhang Ziyi|Ziyi Zhang]]
* [[Ken Watanabe]]
* [[Gong Li]]
* [[Michelle Yeoh]]
* [[Youki Kudoh]]
* [[Suzuka Ohgo]]
* [[Samantha Futerman]]}}","{{Plainlist|
* English
* Japanese}}",{{Film date|2005|11|29|Tokyo premiere|2005|12|09|United States}}
2005,/wiki/Munich_(film),Munich_(film),{{ubl|Steven Spielberg|[[Kathleen Kennedy (producer)|Kathleen Kennedy]]|Barry Mendel|[[Colin Wilson (producer)|Colin Wilson]]}},{{ubl|[[Universal Pictures]]<br /><small>(North America)</small>|[[DreamWorks Pictures]]<br /><small>(International)</small>}},Munich,{{ubl|United States|Canada}},[[Steven Spielberg]],[[Janusz Kamiński]],[[Michael Kahn (film editor)|Michael Kahn]],{{ubl|[[Amblin Entertainment]]|[[The Kennedy/Marshall Company]]|[[Alliance Atlantis]]}},$70 million,$130.4 million,163 minutes,[[John Williams]],,{{ubl|[[Eric Bana]]|[[Daniel Craig]]|[[Ciarán Hinds]]|[[Mathieu Kassovitz]]|[[Hanns Zischler]]|[[Geoffrey Rush]]|[[Ayelet Zurer]]|<!-- per poster -->}},{{ubl|English|French}},{{Film date|2005|12|23|United States}}
2005,/wiki/The_Ringer_(2005_film),The_Ringer_(2005_film),[[Farrelly brothers|Peter Farrelly <br />Robert Farrelly]],[[Fox Searchlight Pictures]],The Ringer,United States,[[Barry W. Blaustein]],[[Mark Irwin]],[[George Folsey Jr.]],[[Farrelly brothers|Conundrum Entertainment]],$20 million,$40.4 million,94 minutes,[[Mark Mothersbaugh]],[[Ricky Blitt]],"{{Plain list | 
* [[Johnny Knoxville]]  
* [[Katherine Heigl]] 
* [[Brian Cox (actor)|Brian Cox]]  
* [[Bill Chott]]}}",English,{{Film date|2005|12|23}}
2005,/wiki/Transamerica_(film),Transamerica_(film),,,Transamerica,United States,[[Duncan Tucker]],Stephen Kazmierski,Pam Wise,Belladonna Productions,$1 million,$15.2 million,103 minutes,[[David Mansfield]],Duncan Tucker,"{{Plainlist|
* [[Felicity Huffman]]
* [[Kevin Zegers]]
* [[Graham Greene (actor)|Graham Greene]]
* [[Fionnula Flanagan]]
* [[Burt Young]]
* [[Carrie Preston]]
* [[Elizabeth Peña]]}}",English,{{Film date|2005|02|14|[[Berlin International Film Festival|Berlinale]]|2005|12|02|United States}}
2005,/wiki/Casanova_(2005_film),Casanova_(2005_film),[[Betsy Beers]] <br />[[Mark Gordon]],[[Buena Vista Pictures]],Casanova,United States,[[Lasse Hallström]],[[Oliver Stapleton]],[[Andrew Mondshein]],[[Touchstone Pictures]],,"$37,691,644",112 minutes,[[Alexandre Desplat]],[[Michael Cristofer]] <br />[[Jeffrey Hatcher]],"{{Plain list | 
*[[Heath Ledger]]
*[[Sienna Miller]] 
*[[Jeremy Irons]] 
*[[Oliver Platt]]}}",English,{{Film date|2005|09|03|[[Venice Film Festival|VFF]]|2005|12|25|United States}}
2005,/wiki/The_New_World_(2005_film),The_New_World_(2005_film),[[Sarah Green (film producer)|Sarah Green]],[[New Line Cinema]],The New World,"{{Plainlist|
* United Kingdom
* United States}}",[[Terrence Malick]],[[Emmanuel Lubezki]],"{{Plainlist|
* [[Richard Chew]]
* [[Hank Corwin]]
* [[Saar Klein]]
* Mark Yoshikawa}}",,$30 million,$30.5 million,"{{Plainlist|
* 150 minutes|<!--Theatrical runtime: 150:05-->|ref|{{cite web | url=http://www.bbfc.co.uk/releases/new-world-1 | title=''The New World'' (12A) | work=[[British Board of Film Classification]] | date=December 14, 2005 | accessdate=January 24, 2014}}|</ref>|<br />|small|(2005 limited release)|
* 136 minutes|<!--Theatrical runtime: 135:33-->|ref|{{cite web | url=http://www.bbfc.co.uk/releases/new-world-0 | title=''The New World'' [Abridged Version] (12A) | work=[[British Board of Film Classification]] | date=February 2, 2006 | accessdate=January 24, 2014}}|</ref>|<br />|small|(2006 wide release)|}} <br /> {{small|(2005 limited release)}} * 136 minutes <br /> {{small|(2006 wide release)}}",[[James Horner]],Terrence Malick,"{{Plainlist|
* [[Colin Farrell]]
* [[Q'orianka Kilcher]]
* [[Christopher Plummer]]
* [[Christian Bale]]}}","{{Plainlist|
* English
* [[Eastern Algonquian languages#Powhatan|Algonquian]]}}",{{Film date|2005|12|25|United States|2006|01|27|United Kingdom}}
2005,/wiki/The_Producers_(2005_film),The_Producers_(2005_film),,"{{Plainlist|
* [[Universal Pictures]]<br /><small>(United States)</small>
* [[Columbia Pictures]]<br /><small>(International)</small>}}",The Producers,United States,[[Susan Stroman]],[[John Bailey (cinematographer)|John Bailey]],Steven Weisberg,[[Mel Brooks|Brooksfilms]],$45 million,$38.1 million,134 minutes,Mel Brooks,,"{{Plainlist|
* [[Nathan Lane]]
* [[Matthew Broderick]]
* [[Uma Thurman]]
* [[Will Ferrell]]
* [[Gary Beach]]
* [[Roger Bart]]
* [[Jon Lovitz]]}}",English,{{Film date|2005|12|16}}
2005,/wiki/Rumor_Has_It_(film),Rumor_Has_It_(film),Ben Cosgrove<br />[[Paula Weinstein]],[[Warner Bros.|Warner Bros. Pictures]],Rumor Has It,United States,[[Rob Reiner]],[[Peter Deming]],[[Robert Leighton (film editor)|Robert Leighton]],[[Village Roadshow Pictures]]<br />[[Section Eight Productions]],$70 million,$88.9 million,96 minutes,[[Marc Shaiman]],[[Ted Griffin]],"{{Plain list | 
* [[Jennifer Aniston]]
* [[Kevin Costner]]
* [[Shirley MacLaine]]
* [[Mark Ruffalo]]
* [[Richard Jenkins]]
* [[Mena Suvari]]
* [[Mike Vogel]]}}",English,{{Film date|2005|12|25}}
